Id,Fecha,Anio,Mes,Día,Rol,Victima,Sexo,Edad,Gravedad,Rango_Etario,Sentencia,Cantidad_Víctimas,Hora,Parte_Horaria,Lugar_del_Hecho,Tipo_de_Calle,Calle,Cruce,Dirección_Normalizada,Comuna,Pos X,Pos Y,Participantes,Víctima,Acusado
2019-0010,2019-02-02,2019,2,2,PEATON,PEATON,MASCULINO,59,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,2,07:50:00,7,DEL LIBERTADOR AV. 4100,AVENIDA,AV. DEL LIBERTADOR,NO,AV. DEL LIBERTADOR Y NO,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO
"2019-0011,2019-02-10,2019,2,10,PEATON,PEATON,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,01:00:00,1,""PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV."",AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,9,-58.51839930,-34.66252488,PEATON-AUTO,PEATON,AUTO"
"2019-0012,2019-02-17,2019,2,17,CONDUCTOR,MOTO,MASCULINO,31,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,03:16:00,3,""CASTAÑARES AV. Y GORDILLO, TIMOTEO"",AVENIDA,AV. CASTA?ARES,SI,AV. CASTA?ARES Y SI,8,-58.48432691,-34.67665828,MOTO-AUTO,MOTO,AUTO"
2019-0013,2019-02-20,2019,2,20,PEATON,PEATON,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,07:30:00,7,SALVIGNY Y MOM,CALLE,SALVIGNY,SI,SALVIGNY Y SI,7,-58.43383830,-34.64457699,PEATON-AUTO,PEATON,AUTO
"2019-0014,2019-02-20,2019,2,20,CONDUCTOR,MOTO,MASCULINO,69,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,17:30:00,17,""LAMARCA, EMILIO 5402"",CALLE,EMILIO LAMARCA,NO,EMILIO LAMARCA Y NO,11,-58.51664939,-34.58657938,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO"
2019-0015,2019-02-23,2019,2,23,CONDUCTOR,AUTO,MASCULINO,21,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,06:57:00,6,SAN MARTIN AV. 5638,AVENIDA,AV. SAN MARTIN,NO,AV. SAN MARTIN Y NO,11,-58.49613012,-34.59703502,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
"2019-0016,2019-02-24,2019,2,24,CONDUCTOR,MOTO,MASCULINO,40,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,02:00:00,2,""CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR."",CALLE,DR.  RAMON CARRILLO,SI,DR.  RAMON CARRILLO Y SI,4,-58.38313603,-34.63356284,MOTO-PASAJEROS,MOTO,PASAJEROS"
2019-0017,2019-03-03,2019,3,3,CONDUCTOR,AUTO,MASCULINO,22,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,07:00:00,7,MEXICO Y PICHINCHA,CALLE,MEXICO,SI,MEXICO Y SI,3,-58.39914719,-34.61632317,AUTO-PASAJEROS,AUTO,PASAJEROS
"2019-0018,2019-03-03,2019,3,3,PEATON,PEATON,FEMENINO,29,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,23:30:00,23,""CANTILO, INT. Y UDAONDO, GUILLERMO AV."",AUTOPISTA,INT. CANTILO,SI,INT. CANTILO Y SI,13,-58.44927253,-34.54048625,PEATON-AUTO,PEATON,AUTO"
2019-0019,2019-03-06,2019,3,6,CONDUCTOR,MOTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,12:00:00,12,DEL LIBERTADOR AV. 6326,AVENIDA,AV. DEL LIBERTADOR,NO,AV. DEL LIBERTADOR Y NO,13,-58.45049163,-34.55374003,MOTO-AUTO,MOTO,AUTO
2019-0020,2019-03-07,2019,3,7,CONDUCTOR,MOTO,MASCULINO,43,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,21:01:00,21,CHICLANA AV. 3444,AVENIDA,AV. CHICLANA,NO,AV. CHICLANA Y NO,5,-58.41288952,-34.63572989,MOTO-AUTO,MOTO,AUTO
2019-0021,2019-03-15,2019,3,15,CONDUCTOR,MOTO,MASCULINO,23,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,22:50:00,22,BOYACA AV. Y YERBAL,AVENIDA,AV. BOYACA,SI,AV. BOYACA Y SI,7,-58.45743597,-34.62561234,MOTO-AUTO,MOTO,AUTO
2019-0022,2019-03-15,2019,3,15,PASAJERO,AUTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,00:00:00,0,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),AVENIDA,AV. ENTRE RIOS,NO,AV. ENTRE RIOS Y NO,1,-58.39123782,-34.62352245,AUTO-SD,AUTO,SD
"2019-0023,2019-03-16,2019,3,16,CONDUCTOR,AUTO,MASCULINO,34,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,08:28:00,8,""PAZ, GRAL. AV. Y JACQUES, AMADEO"",AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,9,-58.52922765,-34.63637963,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO"
2019-0024,2019-03-19,2019,3,19,CONDUCTOR,MOTO,MASCULINO,32,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,07:12:00,7,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,AV. ANTARTIDA ARGENTINA,NO,AV. ANTARTIDA ARGENTINA Y NO,1,-58.37208118,-34.58541957,MOTO-CARGAS,MOTO,CARGAS
"2019-0025,2019-03-22,2019,3,22,PEATON,PEATON,MASCULINO,27,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,13:10:00,13,""MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE"",CALLE,BARTOLOME MITRE,SI,BARTOLOME MITRE Y SI,5,-58.41458534,-34.60937557,PEATON-AUTO,PEATON,AUTO"
"2019-0026,2019-03-28,2019,3,28,PEATON,PEATON,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,07:32:00,7,""FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL"",AVENIDA,AV. GENERAL F. FERNANDEZ DE LA CRUZ,SI,AV. GENERAL F. FERNANDEZ DE LA CRUZ Y SI,8,-58.47976785,-34.69153196,PEATON-PASAJEROS,PEATON,PASAJEROS"
2019-0027,2019-03-28,2019,3,28,CICLISTA,BICICLETA,MASCULINO,37,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,11:11:00,11,SANTA FE AV. Y AZCUENAGA,AVENIDA,AV. SANTA FE,SI,AV. SANTA FE Y SI,2,-58.39990285,-34.59511714,MULTIPLE,BICICLETA,MULTIPLE
"2019-0028,2019-04-06,2019,4,6,PEATON,PEATON,FEMENINO,50,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,09:15:00,9,""JUSTO, JUAN B. AV. y OROÑO, NICASIO"",AVENIDA,AV. JUAN B. JUSTO,SI,AV. JUAN B. JUSTO Y SI,11,-58.46051346,-34.60588536,PEATON-PASAJEROS,PEATON,PASAJEROS"
"2019-0029,2019-04-07,2019,4,7,CONDUCTOR,MOTO,MASCULINO,27,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,10:15:00,10,""FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV."",AVENIDA,AV. GENERAL F. FERNANDEZ DE LA CRUZ,SI,AV. GENERAL F. FERNANDEZ DE LA CRUZ Y SI,8,-58.47976785,-34.69153196,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO"
"2019-0030,2019-04-09,2019,4,9,CONDUCTOR,MOTO,MASCULINO,25,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,16:00:00,16,""ALVAREZ, DONATO, TTE. GRAL. Y YERBAL"",CALLE,TENIENTE GENERAL DONATO ALVAREZ,SI,TENIENTE GENERAL DONATO ALVAREZ Y SI,7,-58.45457546,-34.62447891,MOTO-CARGAS,MOTO,CARGAS"
"2019-0031,2019-04-12,2019,4,12,CICLISTA,BICICLETA,MASCULINO,20,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,19:55:00,19,""CORDOBA AV. Y MADERO, EDUARDO AV."",AVENIDA,AV. CORDOBA,SI,AV. CORDOBA Y SI,1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS"
"2019-0032,2019-04-16,2019,4,16,PEATON,PEATON,FEMENINO,83,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,11:00:00,11,""CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV."",AVENIDA,CAMARONES,SI,CAMARONES Y SI,11,-58.46415322,-34.60443790,PEATON-AUTO,PEATON,AUTO"
"2019-0033,2019-04-18,2019,4,18,CONDUCTOR,MOTO,MASCULINO,25,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,01:00:00,1,""AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV."",AUTOPISTA,AUTOPISTA 25 DE MAYO,SI,AUTOPISTA 25 DE MAYO Y SI,1,-58.36607137,-34.62150748,MOTO-SD,MOTO,SD"
"2019-0034,2019-04-21,2019,4,21,CONDUCTOR,MOTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,09:08:00,9,""MORENO, PERITO AV. 3050"",AVENIDA,AV. PERITO MORENO,NO,AV. PERITO MORENO Y NO,7,-58.45537373,-34.65093074,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO"
2019-0035,2019-04-23,2019,4,23,PEATON,PEATON,FEMENINO,75,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,14:10:00,14,SUIPACHA 665,CALLE,SUIPACHA,NO,SUIPACHA Y NO,1,-58.37942637,-34.60053054,PEATON-BICICLETA,PEATON,BICICLETA
2019-0036,2019-04-26,2019,4,26,CONDUCTOR,MOTO,MASCULINO,34,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,22:46:00,22,RIGLOS Y FORMOSA,CALLE,RIGLOS,SI,RIGLOS Y SI,6,-58.43680440,-34.62147504,MOTO-AUTO,MOTO,AUTO
2019-0037,2019-05-01,2019,5,1,CONDUCTOR,MOTO,MASCULINO,17,FATAL,ADOLESCENTE,HOMOCIDIO CULPOSO,1,23:10:00,23,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,LA RIOJA,SI,LA RIOJA Y SI,3,-58.40778291,-34.61971907,MOTO-AUTO,MOTO,AUTO
"2019-0038,2019-05-04,2019,5,4,PEATON,PEATON,FEMENINO,42,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,14:10:00,14,""UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV."",AVENIDA,AV. GUILLERMO UDAONDO,SI,AV. GUILLERMO UDAONDO Y SI,13,-58.45212523,-34.54628513,PEATON-MOTO,PEATON,MOTO"
2019-0105,2019-05-05,2019,5,5,PEATON,PEATON,FEMENINO,82,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,11:00:00,11,SANTO TOME Y SEGUROLA AV.,AVENIDA,SANTO TOME,SI,SANTO TOME Y SI,10,-58.50512382,-34.61520391,PEATON-AUTO,PEATON,AUTO
2019-0039,2019-05-09,2019,5,9,CONDUCTOR,MOTO,MASCULINO,28,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,03:05:00,3,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,AV. SAN PEDRITO,SI,AV. SAN PEDRITO Y SI,7,-58.46749188,-34.63551751,MOTO-AUTO,MOTO,AUTO
2019-0040,2019-05-09,2019,5,9,CONDUCTOR,MOTO,MASCULINO,44,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,12:45:00,12,PUAN Y SANTANDER,CALLE,PUAN,SI,PUAN Y SI,7,-58.44263580,-34.63679732,MOTO-SD,MOTO,SD
"2019-0041,2019-05-11,2019,5,11,PASAJERO,AUTO,FEMENINO,78,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,20:30:00,20,""ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA"",AVENIDA,AV. JUAN BAUTISTA ALBERDI,SI,AV. JUAN BAUTISTA ALBERDI Y SI,9,-58.51140289,-34.65846419,MULTIPLE,AUTO,MULTIPLE"
2019-0042,2019-05-14,2019,5,14,PEATON,PEATON,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,15:00:00,15,LIMA Y CONSTITUCION,CALLE,LIMA,SI,LIMA Y SI,1,-58.38211431,-34.62465368,PEATON-PASAJEROS,PEATON,PASAJEROS
"2019-0043,2019-05-21,2019,5,21,CICLISTA,BICICLETA,FEMENINO,50,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,09:00:00,9,""CORDOBA AV. Y MADERO, EDUARDO AV."",AVENIDA,AV. CORDOBA,SI,AV. CORDOBA Y SI,1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS"
2019-0044,2019-05-27,2019,5,27,PEATON,PEATON,FEMENINO,77,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,12:45:00,12,BOEDO AV. 650,AVENIDA,AV. BOEDO,NO,AV. BOEDO Y NO,5,-58.41635217,-34.62036547,PEATON-MOTO,PEATON,MOTO
2019-0045,2019-06-03,2019,6,3,CONDUCTOR,MOTO,MASCULINO,33,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,07:27:00,7,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,AV. DEL LIBERTADOR,SI,AV. DEL LIBERTADOR Y SI,14,-58.41316147,-34.57579669,MOTO-CARGAS,MOTO,CARGAS
2019-0046,2019-06-04,2019,6,4,PASAJERO,MOTO,FEMENINO,26,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,09:00:00,9,GRAL PAZ Y CABILDO,AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,13,-58.47617802,-34.53825652,MOTO-AUTO,MOTO,AUTO
2019-0047,2019-06-06,2019,6,6,PEATON,PEATON,MASCULINO,76,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,10:00:00,10,CASEROS AV. 1700,AVENIDA,AV. CASEROS,NO,AV. CASEROS Y NO,4,-58.38641783,-34.63330028,PEATON-CARGAS,PEATON,CARGAS
2019-0048,2019-06-07,2019,6,7,CONDUCTOR,MOTO,MASCULINO,32,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,07:00:00,7,AVELLANEDA AV. 1548,AVENIDA,AV. AVELLANEDA,NO,AV. AVELLANEDA Y NO,6,-58.45322169,-34.62038137,MOTO-CARGAS,MOTO,CARGAS
2019-0049,2019-06-08,2019,6,8,PEATON,PEATON,FEMENINO,72,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,09:20:00,9,CIUDAD DE LA PAZ Y MENDOZA,CALLE,CIUDAD DE LA PAZ,SI,CIUDAD DE LA PAZ Y SI,13,-58.45849057,-34.56166498,PEATON-CARGAS,PEATON,CARGAS
"2019-0050,2019-06-08,2019,6,8,CONDUCTOR,MOTO,MASCULINO,21,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,23:35:00,23,""SALGUERO, JERONIMO Y HONDURAS AV."",AVENIDA,JERONIMO SALGUERO,SI,JERONIMO SALGUERO Y SI,14,-58.41829559,-34.59411677,MOTO-CARGAS,MOTO,CARGAS"
"2019-0051,2019-06-11,2019,6,11,CONDUCTOR,MOTO,MASCULINO,41,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,10:00:00,10,""FILIBERTO, JUAN DE DIOS Y OLAVARRIA"",CALLE,JUAN DE DIOS FILIBERTO,SI,JUAN DE DIOS FILIBERTO Y SI,4,-58.36376488,-34.63832093,MOTO-AUTO,MOTO,AUTO"
2019-0053,2019-06-14,2019,6,14,PASAJERO,AUTO,MASCULINO,49,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,17:20:00,17,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,AV. ASTURIAS,SI,AV. ASTURIAS Y SI,8,-58.46442668,-34.66004784,AUTO-AUTO,AUTO,AUTO
2019-0054,2019-06-20,2019,6,20,CONDUCTOR,MOTO,MASCULINO,21,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,03:00:00,3,GANDARA 2976,CALLE,GANDARA,NO,GANDARA Y NO,15,-58.48222035,-34.58428769,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
"2019-0055,2019-06-20,2019,6,20,CONDUCTOR,MOTO,MASCULINO,47,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,19:45:00,19,""GUEVARA, TRINIDAD Y MADERO, EDUARDO AV."",AVENIDA,TRINIDAD GUEVARA,SI,TRINIDAD GUEVARA Y SI,1,-58.36819005,-34.60283208,MOTO-PASAJEROS,MOTO,PASAJEROS"
2019-0056,2019-06-29,2019,6,29,PEATON,PEATON,FEMENINO,75,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,17:16:00,17,BOYACA AV. 305,AVENIDA,AV. BOYACA,NO,AV. BOYACA Y NO,7,-58.45877601,-34.62330939,PEATON-AUTO,PEATON,AUTO
2019-0057,2019-07-05,2019,7,5,PEATON,PEATON,FEMENINO,63,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,19:00:00,19,ARTILLEROS Y LA PAMPA,CALLE,ARTILLEROS,SI,ARTILLEROS Y SI,13,-58.44196498,-34.55760517,PEATON-AUTO,PEATON,AUTO
2019-0058,2019-07-10,2019,7,10,CONDUCTOR,MOTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,09:20:00,9,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO Y NO,10,-58.50622631,-34.63627822,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0059,2019-07-13,2019,7,13,CONDUCTOR,MOTO,MASCULINO,30,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,22:35:00,22,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,15 DE NOVIEMBRE DE 1889,SI,15 DE NOVIEMBRE DE 1889 Y SI,1,-58.38410880,-34.63099197,MOTO-PASAJEROS,MOTO,PASAJEROS
"2019-0060,2019-07-17,2019,7,17,PEATON,PEATON,FEMENINO,78,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,11:20:00,11,""ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL."",AVENIDA,AV. MARIANO ACOSTA,SI,AV. MARIANO ACOSTA Y SI,10,-58.48100602,-34.63504312,PEATON-AUTO,PEATON,AUTO"
2019-0061,2019-07-17,2019,7,17,PEATON,PEATON,FEMENINO,58,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,18:40:00,18,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,11 DE SEPTIEMBRE DE 1888,SI,11 DE SEPTIEMBRE DE 1888 Y SI,13,-58.45200171,-34.55781320,PEATON-PASAJEROS,PEATON,PASAJEROS
"2019-0062,2019-08-01,2019,8,1,PEATON,PEATON,FEMENINO,60,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,23:00:00,23,""PINO, VIRREY DEL Y CAMPOS, LUIS M. AV."",AVENIDA,VIRREY DEL PINO,SI,VIRREY DEL PINO Y SI,13,-58.44462132,-34.56201105,PEATON-PASAJEROS,PEATON,PASAJEROS"
2019-0063,2019-08-04,2019,8,4,PASAJERO,MOTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,01:30:00,1,FOREST AV. Y MAURE,AVENIDA,AV. FOREST,SI,AV. FOREST Y SI,15,-58.45220688,-34.58711712,MOTO-PASAJEROS,MOTO,PASAJEROS
"2019-0064,2019-08-06,2019,8,6,CONDUCTOR,MOTO,MASCULINO,20,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,03:15:00,3,""BOYACA AV. Y AVELLANEDA AV,"",AVENIDA,AV. BOYACA,SI,AV. BOYACA Y SI,7,-58.45962210,-34.62245140,MOTO-AUTO,MOTO,AUTO"
2019-0065,2019-08-08,2019,8,8,PEATON,PEATON,FEMENINO,55,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,16:45:00,16,BARCO CENTENERA DEL Y TILCARA,CALLE,BARCO CENTENERA DEL,SI,BARCO CENTENERA DEL Y SI,4,-58.41970850,-34.65414867,PEATON-PASAJEROS,PEATON,PASAJEROS
2019-0066,2019-08-11,2019,8,11,PEATON,PEATON,MASCULINO,40,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,21:15:00,21,RIESTRA AV. Y BOLIVAR,AVENIDA,AV. RIESTRA,SI,AV. RIESTRA Y SI,7,-58.44187596,-34.64938031,PEATON-AUTO,PEATON,AUTO
"2019-0067,2019-08-14,2019,8,14,CONDUCTOR,MOTO,MASCULINO,35,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,15:00:00,15,""CASTRO, EMILIO 4706"",CALLE,EMILIO CASTRO,NO,EMILIO CASTRO Y NO,10,-58.49101637,-34.64276621,MOTO-CARGAS,MOTO,CARGAS"
2019-0068,2019-08-14,2019,8,14,CONDUCTOR,MOTO,MASCULINO,53,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,17:40:00,17,27 DE FEBRERO AV. 5600,AVENIDA,AV. 27 DE FEBRERO,NO,AV. 27 DE FEBRERO Y NO,8,-58.42493829,-34.66256502,MOTO-MOTO,MOTO,MOTO
"2019-0069,2019-08-17,2019,8,17,CONDUCTOR,MOTO,MASCULINO,43,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,05:25:00,5,""GARAY, JUAN DE AV. 2874"",AVENIDA,AV. JUAN DE GARAY,NO,AV. JUAN DE GARAY Y NO,4,-58.40489318,-34.62930162,MOTO-AUTO,MOTO,AUTO"
"2019-0070,2019-08-22,2019,8,22,CONDUCTOR,MOTO,MASCULINO,25,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,12:30:00,12,""SCALABRINI ORTIZ, RAUL AV. y GORRITI"",AVENIDA,AV. RAUL SCALABRINI ORTIZ,SI,AV. RAUL SCALABRINI ORTIZ Y SI,14,-58.42686680,-34.59217875,MOTO-BICICLETA,MOTO,BICICLETA"
2019-0071,2019-08-27,2019,8,27,PEATON,PEATON,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,11:30:00,11,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,PRIMERA JUNTA,SI,PRIMERA JUNTA Y SI,9,-58.47961100,-34.65620398,PEATON-CARGAS,PEATON,CARGAS
"2019-0072,2019-08-28,2019,8,28,CONDUCTOR,AUTO,MASCULINO,22,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,06:20:00,6,""ALBERDI, JUAN BAUTISTA AV. Y AZUL"",AVENIDA,AV. JUAN BAUTISTA ALBERDI,SI,AV. JUAN BAUTISTA ALBERDI Y SI,10,-58.47439934,-34.63524207,AUTO-AUTO,AUTO,AUTO"
2019-0073,2019-08-29,2019,8,29,CONDUCTOR,AUTO,MASCULINO,29,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,01:50:00,1,ALVAREZ THOMAS AV. 1788,AVENIDA,AV. ALVAREZ THOMAS,NO,AV. ALVAREZ THOMAS Y NO,15,-58.46711912,-34.57926018,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
"2019-0074,2019-08-29,2019,8,29,CONDUCTOR,MOTO,MASCULINO,35,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,09:00:00,9,""LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV."",AUTOPISTA,AV. LEOPOLDO LUGONES,SI,AV. LEOPOLDO LUGONES Y SI,13,-58.46514781,-34.53465378,MOTO-CARGAS,MOTO,CARGAS"
2019-0075,2019-08-30,2019,8,30,CONDUCTOR,MOTO,MASCULINO,31,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,23:20:00,23,SAN ANTONIO Y LUJAN,CALLE,SAN ANTONIO,SI,SAN ANTONIO Y SI,4,-58.37571078,-34.65584079,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0076,2019-09-05,2019,9,5,CONDUCTOR,MOTO,FEMENINO,29,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,18:00:00,18,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI Y NO,4,-58.37157668,-34.65429986,MOTO-CARGAS,MOTO,CARGAS
"2019-0077,2019-09-08,2019,9,8,PEATON,PEATON,FEMENINO,28,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,03:40:00,3,""FIGUEROA ALCORTA, PRES. AV. Y TAGLE"",AVENIDA,AV. PRES. FIGUEROA ALCORTA,SI,AV. PRES. FIGUEROA ALCORTA Y SI,14,-58.39811256,-34.58070186,PEATON-AUTO,PEATON,AUTO"
"2019-0078,2019-09-12,2019,9,12,PEATON,PEATON,FEMENINO,72,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,08:25:00,8,""EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV."",AVENIDA,ALBERTO EINSTEIN,SI,ALBERTO EINSTEIN Y SI,4,-58.41125934,-34.65417740,PEATON-CARGAS,PEATON,CARGAS"
2019-0079,2019-09-17,2019,9,17,CONDUCTOR,MOTO,MASCULINO,57,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,05:30:00,5,AGRELO Y COLOMBRES,CALLE,AGRELO,SI,AGRELO Y SI,5,-58.41822901,-34.61866836,MOTO-PASAJEROS,MOTO,PASAJEROS
"2019-0080,2019-09-17,2019,9,17,PEATON,PEATON,MASCULINO,76,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,18:40:00,18,""CABILDO AV. y PAZ, GRAL. AV."",AVENIDA,AV. CABILDO,SI,AV. CABILDO Y SI,13,-58.47617802,-34.53825652,PEATON-MOTO,PEATON,MOTO"
2019-0081,2019-09-23,2019,9,23,PEATON,PEATON,MASCULINO,67,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,16:00:00,16,ELCANO AV. 4300,AVENIDA,AV. ELCANO,NO,AV. ELCANO Y NO,15,-58.46141281,-34.58623761,PEATON-PASAJEROS,PEATON,PASAJEROS
"2019-0082,2019-09-25,2019,9,25,CICLISTA,BICICLETA,MASCULINO,47,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,07:45:00,7,""RABANAL, FRANCISCO, INTENDENTE AV. 2428"",AVENIDA,AV. INTENDENTE FRANCISCO RABANAL,NO,AV. INTENDENTE FRANCISCO RABANAL Y NO,8,-58.42985146,-34.66119740,BICICLETA-CARGAS,BICICLETA,CARGAS"
